image_path,label
E:\E-Waste\train\Keyboard\Keyboard_62.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_63.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_64.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_67.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_68.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_69.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_7.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_70.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_71.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_72.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_73.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_74.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_76.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_77.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_78.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_79.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_8.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_80.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_81.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_82.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_84.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_85.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_86.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_87.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_89.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_9.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_90.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_91.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_93.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_94.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_96.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_97.jpg,Keyboard
E:\E-Waste\train\Keyboard\Keyboard_98.jpg,Keyboard
E:\E-Waste\train\Microwave\Microwave_0.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_1.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_10.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_100.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_101.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_102.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_104.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_107.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_109.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_11.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_110.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_111.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_112.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_113.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_114.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_115.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_116.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_117.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_119.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_12.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_120.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_121.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_123.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_124.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_125.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_126.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_127.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_13.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_131.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_132.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_133.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_134.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_135.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_136.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_137.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_138.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_139.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_14.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_140.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_141.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_142.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_143.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_144.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_145.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_149.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_15.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_151.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_153.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_154.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_155.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_156.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_157.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_158.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_159.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_16.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_160.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_161.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_162.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_163.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_164.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_165.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_166.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_167.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_168.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_17.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_170.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_171.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_172.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_173.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_175.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_176.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_178.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_179.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_18.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_180.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_181.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_182.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_183.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_184.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_185.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_186.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_187.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_188.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_19.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_191.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_193.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_194.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_195.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_196.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_197.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_199.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_2.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_20.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_200.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_201.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_202.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_203.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_204.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_205.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_206.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_207.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_208.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_209.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_21.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_210.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_212.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_213.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_214.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_215.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_216.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_217.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_218.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_219.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_220.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_221.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_222.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_223.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_225.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_227.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_228.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_230.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_231.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_232.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_233.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_234.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_235.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_236.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_237.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_238.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_240.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_243.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_244.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_245.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_246.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_248.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_249.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_25.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_250.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_252.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_253.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_254.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_255.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_256.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_257.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_258.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_26.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_261.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_262.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_263.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_268.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_269.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_27.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_270.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_271.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_272.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_273.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_274.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_276.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_278.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_28.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_281.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_283.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_285.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_287.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_288.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_289.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_29.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_290.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_291.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_292.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_293.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_295.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_296.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_297.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_298.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_299.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_3.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_30.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_31.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_32.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_33.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_35.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_36.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_38.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_39.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_41.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_42.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_43.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_44.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_45.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_46.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_47.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_48.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_49.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_5.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_50.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_51.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_52.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_53.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_54.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_55.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_56.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_57.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_58.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_59.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_6.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_60.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_62.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_63.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_64.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_67.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_68.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_69.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_7.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_70.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_71.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_72.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_73.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_74.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_76.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_77.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_78.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_79.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_8.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_80.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_81.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_82.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_84.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_85.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_86.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_87.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_89.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_9.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_90.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_91.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_93.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_94.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_96.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_97.jpg,Microwave
E:\E-Waste\train\Microwave\Microwave_98.jpg,Microwave
E:\E-Waste\train\Mobile\Mobile_0.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_1.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_10.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_100.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_101.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_102.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_104.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_107.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_109.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_11.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_110.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_111.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_112.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_113.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_114.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_115.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_116.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_117.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_119.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_12.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_120.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_121.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_123.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_124.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_125.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_126.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_127.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_13.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_131.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_132.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_133.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_134.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_135.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_136.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_137.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_138.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_139.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_14.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_140.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_141.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_142.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_143.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_144.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_145.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_149.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_15.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_151.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_153.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_154.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_155.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_156.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_157.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_158.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_159.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_16.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_160.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_161.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_162.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_163.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_164.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_165.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_166.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_167.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_168.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_17.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_170.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_171.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_172.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_173.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_175.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_176.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_178.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_179.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_18.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_180.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_181.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_182.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_183.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_184.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_185.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_186.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_187.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_188.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_19.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_191.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_193.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_194.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_195.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_196.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_197.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_199.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_2.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_20.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_200.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_201.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_202.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_203.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_204.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_205.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_206.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_207.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_208.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_209.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_21.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_210.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_212.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_213.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_214.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_215.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_216.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_217.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_218.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_219.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_220.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_221.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_222.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_223.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_225.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_227.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_228.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_230.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_231.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_232.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_233.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_234.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_235.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_236.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_237.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_238.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_240.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_243.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_244.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_245.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_246.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_248.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_249.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_25.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_250.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_252.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_253.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_254.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_255.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_256.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_257.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_258.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_26.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_261.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_262.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_263.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_268.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_269.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_27.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_270.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_271.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_272.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_273.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_274.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_276.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_278.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_28.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_281.jpg,Mobile
